Day;Hour;Residential;Hotel;Health care;Education;Office;Commerce;Public administration;Restaurant;Sport
15-march;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
15-march;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
15-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
15-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
15-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
15-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
15-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
16-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
16-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
16-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
16-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
16-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
16-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
16-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
16-march;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
16-march;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
16-march;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
16-march;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
16-march;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
16-march;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
16-march;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
16-march;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
16-march;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
16-march;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
16-march;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
16-march;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
16-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
16-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
16-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
16-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
16-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
17-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
17-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
17-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
17-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
17-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
17-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
17-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
17-march;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
17-march;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
17-march;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
17-march;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
17-march;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
17-march;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
17-march;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
17-march;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
17-march;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
17-march;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
17-march;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
17-march;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
17-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
17-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
17-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
17-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
17-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
18-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
18-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
18-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
18-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
18-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
18-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
18-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
18-march;07:00;0,000152207;0,00026729;0,000114155;0;0;0;0;7,40E-05;0,000239521
18-march;08:00;7,61E-05;6,68E-05;0,000114155;0;0;0;0;7,40E-05;0,000239521
18-march;09:00;7,61E-05;0;0,000114155;0;0;0,000300481;0;0,000148093;0,000239521
18-march;10:00;7,61E-05;0;0,000114155;0;0;0,000400641;0;0,000148093;0,000239521
18-march;11:00;7,61E-05;0;0,000114155;0;0;0,000400641;0;0,000148093;0,000239521
18-march;12:00;7,61E-05;0;0,000114155;0;0;0,000300481;0;0,000296187;0,000239521
18-march;13:00;7,61E-05;0;0,000114155;0;0;0,000300481;0;0,000296187;0,000239521
18-march;14:00;7,61E-05;0;0,000114155;0;0;0,000400641;0;0,000148093;0,000239521
18-march;15:00;0,000152207;0;0,000114155;0;0;0,000400641;0;7,40E-05;0,000239521
18-march;16:00;0,000152207;0;0,000114155;0;0;0,000400641;0;7,40E-05;0,000239521
18-march;17:00;0,000152207;0;0,000114155;0;0;0,000300481;0;7,40E-05;0,000239521
18-march;18:00;0,000152207;0;0,000114155;0;0;0;0;0,000148093;0,000239521
18-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
18-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
18-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,000239521
18-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
18-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
19-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
19-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
19-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
19-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
19-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
19-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
19-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
19-march;07:00;0,000152207;0,00026729;0,000114155;0;0;0;0;7,40E-05;0,000239521
19-march;08:00;7,61E-05;6,68E-05;0,000114155;0;0;0;0;7,40E-05;0,000239521
19-march;09:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
19-march;10:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
19-march;11:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
19-march;12:00;7,61E-05;0;0,000114155;0;0;0;0;0,000296187;0,000239521
19-march;13:00;7,61E-05;0;0,000114155;0;0;0;0;0,000296187;0,000239521
19-march;14:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
19-march;15:00;0,000152207;0;0,000114155;0;0;0;0;7,40E-05;0,000239521
19-march;16:00;0,000152207;0;0,000114155;0;0;0;0;7,40E-05;0,000239521
19-march;17:00;0,000152207;0;0,000114155;0;0;0;0;7,40E-05;0,000239521
19-march;18:00;0,000152207;0;0,000114155;0;0;0;0;0,000148093;0,000239521
19-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
19-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
19-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,000239521
19-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
19-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
20-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
20-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
20-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
20-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
20-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
20-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
20-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
20-march;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
20-march;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
20-march;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
20-march;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
20-march;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
20-march;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
20-march;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
20-march;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
20-march;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
20-march;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
20-march;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
20-march;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
20-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
20-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
20-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
20-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
20-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
21-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
21-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
21-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
21-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
21-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
21-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
21-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
21-march;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
21-march;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
21-march;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
21-march;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
21-march;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
21-march;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
21-march;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
21-march;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
21-march;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
21-march;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
21-march;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
21-march;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
21-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
21-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
21-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
21-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
21-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
22-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
22-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
22-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
22-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
22-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
22-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
22-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
22-march;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
22-march;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
22-march;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
22-march;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
22-march;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
22-march;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
22-march;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
22-march;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
22-march;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
22-march;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
22-march;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
22-march;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
22-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
22-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
22-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
22-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
22-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
23-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
23-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
23-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
23-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
23-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
23-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
23-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
23-march;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
23-march;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
23-march;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
23-march;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
23-march;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
23-march;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
23-march;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
23-march;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
23-march;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
23-march;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
23-march;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
23-march;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
23-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
23-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
23-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
23-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
23-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
24-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
24-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
24-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
24-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
24-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
24-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
24-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
24-march;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
24-march;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
24-march;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
24-march;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
24-march;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
24-march;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
24-march;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
24-march;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
24-march;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
24-march;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
24-march;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
24-march;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
24-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
24-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
24-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
24-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
24-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
25-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
25-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
25-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
25-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
25-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
25-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
25-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
25-march;07:00;0,000152207;0,00026729;0,000114155;0;0;0;0;7,40E-05;0,000239521
25-march;08:00;7,61E-05;6,68E-05;0,000114155;0;0;0;0;7,40E-05;0,000239521
25-march;09:00;7,61E-05;0;0,000114155;0;0;0,000300481;0;0,000148093;0,000239521
25-march;10:00;7,61E-05;0;0,000114155;0;0;0,000400641;0;0,000148093;0,000239521
25-march;11:00;7,61E-05;0;0,000114155;0;0;0,000400641;0;0,000148093;0,000239521
25-march;12:00;7,61E-05;0;0,000114155;0;0;0,000300481;0;0,000296187;0,000239521
25-march;13:00;7,61E-05;0;0,000114155;0;0;0,000300481;0;0,000296187;0,000239521
25-march;14:00;7,61E-05;0;0,000114155;0;0;0,000400641;0;0,000148093;0,000239521
25-march;15:00;0,000152207;0;0,000114155;0;0;0,000400641;0;7,40E-05;0,000239521
25-march;16:00;0,000152207;0;0,000114155;0;0;0,000400641;0;7,40E-05;0,000239521
25-march;17:00;0,000152207;0;0,000114155;0;0;0,000300481;0;7,40E-05;0,000239521
25-march;18:00;0,000152207;0;0,000114155;0;0;0;0;0,000148093;0,000239521
25-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
25-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
25-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,000239521
25-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
25-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
26-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
26-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
26-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
26-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
26-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
26-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
26-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
26-march;07:00;0,000152207;0,00026729;0,000114155;0;0;0;0;7,40E-05;0,000239521
26-march;08:00;7,61E-05;6,68E-05;0,000114155;0;0;0;0;7,40E-05;0,000239521
26-march;09:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
26-march;10:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
26-march;11:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
26-march;12:00;7,61E-05;0;0,000114155;0;0;0;0;0,000296187;0,000239521
26-march;13:00;7,61E-05;0;0,000114155;0;0;0;0;0,000296187;0,000239521
26-march;14:00;7,61E-05;0;0,000114155;0;0;0;0;0,000148093;0,000239521
26-march;15:00;0,000152207;0;0,000114155;0;0;0;0;7,40E-05;0,000239521
26-march;16:00;0,000152207;0;0,000114155;0;0;0;0;7,40E-05;0,000239521
26-march;17:00;0,000152207;0;0,000114155;0;0;0;0;7,40E-05;0,000239521
26-march;18:00;0,000152207;0;0,000114155;0;0;0;0;0,000148093;0,000239521
26-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
26-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
26-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,000239521
26-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
26-march;23:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;0
27-march;00:00;7,61E-05;0,00026729;0,000114155;0;0;0;0;0;0
27-march;01:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
27-march;02:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
27-march;03:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
27-march;04:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
27-march;05:00;3,04E-05;0,00026729;0,000114155;0;0;0;0;0;0
27-march;06:00;0,000304414;0,00026729;0,000114155;0;0;0;0;0;5,99E-05
27-march;07:00;0,000152207;0,00026729;0,000114155;5,42E-05;0,000106838;0;0,000106838;7,40E-05;0,000239521
27-march;08:00;7,61E-05;6,68E-05;0,000114155;0,000135428;0,000213675;0;0,000213675;7,40E-05;0,000239521
27-march;09:00;7,61E-05;0;0,000114155;0,000406284;0,00042735;0,000300481;0,00042735;0,000148093;5,99E-05
27-march;10:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
27-march;11:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;5,99E-05
27-march;12:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
27-march;13:00;7,61E-05;0;0,000114155;0,000270856;0,000320513;0,000300481;0,000320513;0,000296187;0,000239521
27-march;14:00;7,61E-05;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;0,000148093;0,00011976
27-march;15:00;0,000152207;0;0,000114155;0,000541712;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
27-march;16:00;0,000152207;0;0,000114155;0,000270856;0,00042735;0,000400641;0,00042735;7,40E-05;0,00011976
27-march;17:00;0,000152207;0;0,000114155;0,000270856;0,000213675;0,000300481;0,000213675;7,40E-05;0,00011976
27-march;18:00;0,000152207;0;0,000114155;0;0,000106838;0;0,000106838;0,000148093;0,000239521
27-march;19:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,000239521
27-march;20:00;0,000152207;0;0,000114155;0;0;0;0;0,000296187;0,00011976
27-march;21:00;0,000152207;6,68E-05;0,000114155;0;0;0;0;0,000296187;0,00011976
27-march;22:00;0,000152207;0,000200468;0,000114155;0;0;0;0;0,000148093;0
